no,notes,Rufa_subpop,track_data,movebank_name,move_bank_no. ,Project,LotekSerialNum,Program_number,tag-manufacturer-name,tag-model,tag-mass,repetition_no,duty-cycle,tag-comment,ArgosID,attachment_type,deployment-comment,deploy-on-person,deploy-on-latitude,deploy-on-longitude,,Banding_or_recapture_Date,deploy-on-timestamp,Location,Band Number,animal-marker-id,animal-id,Code,AGE,SEX,deploy-on-measurements,WEIGHT,FIRE TIME,Lapsed minutes,deploy_d,deploy_m,deply_y
0,,,,,,to be split by study,tag-serial-no,Program_number,tag-manufacturer-name,tag-model,tag-mass,tag-beacon-frequency,duty-cycle,tag-comment,tag-id,attachment_type,deployment-comment,deploy-on-person,deploy-on-latitude,deploy-on-longitude,deployment-id,deploy-on-date,deploy-on-timestamp,study-site,animal-ring-id,animal-marker-id,animal-id,Code,animal-life-stage,animal-sex,deploy-on-measurements,animal-mass,capture-timestamp,capture-handling-time,,,
7,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1591,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204351,,,,,,,22/8/2020,2020/08/22 16:30:00.00,NBRIG  ,1392-24666,,,FELG(Y*J)/-:-/m,ASY,u,,199,16:00,30,,,
2,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1592,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204352,,,,,,,13/8/2020,2020/08/13 11:42:00.00,NBRIG  ,1392-24660,,,FELG(Y*T)/-:-/m,ASY,u,"'{culmenInMillimeters:36.1,theadInMilimeters:65.4, wingInMillimeters:166}'",211,11:25,17,,,
16,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1593,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204353,,,,,,,24/8/2020,2020/08/24 11:40:00.00,NBRIG  ,1392-24688,,,FELG(U*H)/-:-/m,ASY,u,,177,10:50,50,,,
26,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1594,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204354,,,,,,,24/8/2020,2020/08/24 11:58:00.00,NBRIG  ,1332-64665,,,FELG(T*P)/-:-/m,ASY,u,,161,10:50,68,,,
18,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1595,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204355,,,,,,,24/8/2020,2020/08/24 11:43:00.00,NBRIG  ,1392-24690,,,FELG(U*C)/-:-/m,ASY,u,,181,10:50,53,,,
21,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1596,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204356,,,,,,,24/8/2020,2020/08/24 11:47:00.00,NBRIG  ,1392-24693,,,FELG(T*X)/-:-/m,ASY,u,,158,10:50,57,,,
5,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1597,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204357,,,,,,,13/8/2020,2020/08/13 12:01:00.00,NBRIG  ,1392-24664,,,FELG(Y*L)/-:-/m,ASY,u,"'{culmenInMillimeters:33.6,theadInMilimeters:64.1, wingInMillimeters:172}'",182,11:25,36,,,
25,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1598,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204358,,,,,,,24/8/2020,2020/08/24 12:01:00.00,NBRIG  ,1392-24698,,,FELG(T*M)/-:-/m,ASY,u,,159,10:50,71,,,
8,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1599,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204359,,,,,,,22/8/2020,2020/08/22 16:34:00.00,NBRIG  ,1392-24667,,,FELG(Y*H)/-:-/m,ASY,u,,166,16:00,34,,,
15,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1600,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204360,,,,,,,24/8/2020,2020/08/24 11:34:00.00,NBRIG  ,1392-24686,,,FELG(U*N)/-:-/m,ASY,u,,159,10:50,44,,,
1,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1601,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204361,,,,,,,13/8/2020,2020/08/13 11:40:00.00,NBRIG  ,1392-24659,,,FELG(Y*U)/-:-/m,ASY,u,"'{culmenInMillimeters:37.1,theadInMilimeters:67.2, wingInMillimeters:179}'",186,11:25,15,,,
3,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1602,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204362,,,,,,,13/8/2020,2020/08/13 11:52:00.00,NBRIG  ,1392-24661,,,FELG(Y*P)/-:-/m,ASY,u,"'{culmenInMillimeters:34,theadInMilimeters:65.3, wingInMillimeters:168}'",184,11:25,27,,,
17,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1603,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204363,,,,,,,24/8/2020,2020/08/24 11:41:00.00,NBRIG  ,1392-24689,,,FELG(U*E)/-:-/m,ASY,u,,195,10:50,51,,,
6,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1604,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204364,,,,,,,22/8/2020,2020/08/22 16:27:00.00,NBRIG  ,1392-24665,,,FELG(Y*K)/-:-/m,ASY,u,,164,16:00,27,,,
27,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1605,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204365,,,,,,,24/8/2020,2020/08/24 11:38:00.00,NBRIG  ,1332-98352,,,FELG(U*M)/-:-/m,ASY,u,,160,10:50,48,,,
14,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1606,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204366,,,,,,,24/8/2020,2020/08/24 11:32:00.00,NBRIG  ,1392-24684,,,FELG(U*T)/-:-/m,ASY,u,,171,10:50,42,,,
12,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1607,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204367,,,,,,,24/8/2020,2020/08/24 11:23:00.00,NBRIG  ,1392-24681,,,FELG(V*A)/-:-/m,ASY,u,,162,10:50,33,,,
28,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1608,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204368,,,,,,,24/8/2020,2020/08/24 11:25:00.00,NBRIG  ,1282-01809,,,FELG(U*Y)/-:-/m,ASY,u,,165,10:50,35,,,
9,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1609,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204369,,,,,,,22/8/2020,2020/08/22 17:02:00.00,NBRIG  ,1392-24675,,,FELG(V*M)/-:-/m,ASY,u,,161,16:00,62,,,
4,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1610,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204370,,,,,,,13/8/2020,2020/08/13 11:58:00.00,NBRIG  ,1392-24662,,,FELG(Y*N)/-:-/m,ASY,u,"'{culmenInMillimeters:37.1,theadInMilimeters:67.2, wingInMillimeters:174}'",190,11:25,33,,,
11,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1611,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204371,,removed Nano 300 on deployment,,,,,22/8/2020,2020/08/22 16:35:00.00,NBRIG  ,1262-04794,,,FELG(695)/-:-/m,ASY,u,,179,16:00,35,,,
13,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1612,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204372,,,,,,,24/8/2020,2020/08/24 11:29:00.00,NBRIG  ,1392-24682,,,FELG(U*X)/-:-/m,ASY,u,,174,10:50,39,,,
20,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1613,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204373,,,,,,,24/8/2020,2020/08/24 11:46:00.00,NBRIG  ,1392-24692,,,FELG(T*Y)/-:-/m,ASY,u,,167,10:50,56,,,
19,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1614,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204374,,,,,,,24/8/2020,2020/08/24 11:44:00.00,NBRIG  ,1392-24691,,,FELG(U*A)/-:-/m,ASY,u,,171,10:50,54,,,
10,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1615,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204375,,,,,,,22/8/2020,2020/08/22 17:07:00.00,NBRIG  ,1392-24678,,,FELG(V*E)/-:-/m,ASY,u,,175,16:00,67,,,
23,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1616,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204376,,,,,,,24/8/2020,2020/08/24 11:56:00.00,NBRIG  ,1392-24696,,,FELG(T*T)/-:-/m,ASY,u,,173,10:50,66,,,
22,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1617,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204377,,,,,,,24/8/2020,2020/08/24 11:49:00.00,NBRIG  ,1392-24694,,,FELG(T*V)/-:-/m,ASY,u,,171,10:50,59,,,
29,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1618,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204378,,,,,,,24/8/2020,2020/08/24 12:04:00.00,NBRIG  ,1392-24700,,,FELG(T*K)/-:-/m,ASY,u,,158,10:50,74,,,
24,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,1619,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,204379,,,,,,,24/8/2020,2020/08/24 11:59:00.00,NBRIG  ,1392-24697,,,FELG(T*N)/-:-/m,ASY,u,,171,10:50,69,,,
269,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54955,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213827,,,,,,,26/5/2021,2021/05/26 13:24:00.00,Thomps,1392-24881,,,FELG(*EL)/-:-/m,ASY,u,"'{culmenInMillimeters:36.5,theadInMilimeters:65.3, wingInMillimeters:168}'",214,12:10,74,,,
270,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54956,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213828,,,,,,,25/5/2021,2021/05/25 13:00:00.00,Norburyc,1392-24660,,,FELG(Y*T)/-:-/m,ASY,u,"'{culmenInMillimeters:36.8,theadInMilimeters:66.4, wingInMillimeters:173}'",186,12:25,35,,,
271,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54957,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213829,,,,,,,19/5/2021,2021/05/19 14:47:00.00,Thomps,1172-72175,,,FELG(L2K)/-:-/m,ASY,u,"'{culmenInMillimeters:36.3,theadInMilimeters:65.6, wingInMillimeters:170}'",159,13:45,62,,,
272,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54958,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213830,,,,,,,19/5/2021,2021/05/19 16:02:00.00,Thomps,1392-24347,,,FELG(*XC)/-:-/m,ASY,u,"'{culmenInMillimeters:35.8,theadInMilimeters:66.9, wingInMillimeters:169}'",151,13:45,137,,,
273,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54959,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213831,,,,,,,25/5/2021,2021/05/25 13:00:00.00,Norburyc,1332-68607,,,FELG(LL=)/-:-/m,ASY,u,"'{culmenInMillimeters:37.7,theadInMilimeters:64.9, wingInMillimeters:175}'",195,12:25,35,,,
274,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54960,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213832,,,,,,,19/5/2021,2021/05/19 14:51:00.00,Thomps,1392-24758,,,FELG(JH*)/-:-/m,ASY,u,"'{culmenInMillimeters:35.5,theadInMilimeters:67.8, wingInMillimeters:175}'",184,13:45,66,,,
275,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54945,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213833,,,,,,,19/5/2021,2021/05/19 16:21:00.00,Thomps,1332-62758,,,FELG(46K)/-:-/m,ASY,u,"'{culmenInMillimeters:34.5,theadInMilimeters:64.5, wingInMillimeters:162}'",154,13:45,156,,,
276,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54946,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213834,,,,,,,25/5/2021,2021/05/25 13:18:00.00,Norburyc,1392-24873,,,FELG(*LK)/-:-/m,ASY,u,"'{culmenInMillimeters:33.5,theadInMilimeters:64.6, wingInMillimeters:167}'",182,12:25,53,,,
277,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54947,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213835,,,,,,,25/5/2021,2021/05/25 12:52:00.00,Norburyc,1172-71114,,,FELG(*LY)/-:-/m,ASY,u,"'{culmenInMillimeters:37.2,theadInMilimeters:67.7, wingInMillimeters:173}'",178,12:25,37,,,
278,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54948,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213836,,,,,,,26/5/2021,2021/05/26 12:55:00.00,Thomps,1332-69677,,,FELG(=NY)/-:-/m,ASY,u,"'{culmenInMillimeters:34.2,theadInMilimeters:64.4, wingInMillimeters:171}'",180,12:10,45,,,
279,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54949,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213837,,,,,,,19/5/2021,2021/05/19 14:32:00.00,Thomps,1322-18619,,,FELG(C18)/-:-/m,ASY,u,"'{culmenInMillimeters:35.6,theadInMilimeters:65.8, wingInMillimeters:170}'",104,13:45,47,,,
280,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54950,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213838,,,,,,,19/5/2021,2021/05/19 14:47:00.00,Thomps,1332-28294,,,FELG(T99)/-:-/m,ASY,u,"'{culmenInMillimeters:34.6,theadInMilimeters:66.1, wingInMillimeters:171}'",163,13:45,62,,,
281,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54951,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213839,,,,,,,19/5/2021,2021/05/19 14:47:00.00,Thomps,1392-24329,,,FELG(E3+)/-:-/m,ASY,u,"'{culmenInMillimeters:32.9,theadInMilimeters:62.6, wingInMillimeters:171}'",164,13:45,62,,,
282,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54952,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213840,,,,,,,19/5/2021,2021/05/19 14:47:00.00,Thomps,1332-53906,,,FELG(H88)/-:-/m,ASY,u,"'{culmenInMillimeters:34.6,theadInMilimeters:63.2, wingInMillimeters:168}'",159,13:45,62,,,
283,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54953,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213841,,,,,,,26/5/2021,2021/05/26 13:13:00.00,Thomps,1332-74716,,,FELG(>EU)/-:-/m,ASY,u,"'{culmenInMillimeters:37.5,theadInMilimeters:66.9, wingInMillimeters:179}'",181,12:10,63,,,
284,Missing REF ?Duplicate CWF study,,track,,,Atlantic Shores,54954,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,213842,,,,,,,19/5/2021,2021/05/19 14:47:00.00,Thomps,1332-54970,,,FELG(JA*)/-:-/m,ASY,u,"'{culmenInMillimeters:34.4,theadInMilimeters:64.8, wingInMillimeters:167}'",135,13:45,62,,,
36,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55131,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224072,,,,,,,20/8/2021,2021/08/20 12:47:00.00,NBRIG,1392-24947,,,FELG(*TN)/-:-/m,ASY,u,"'{culmenInMillimeters:34.7,theadInMilimeters:64, wingInMillimeters:175}'",210,11:45,62,,,
55,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55132,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224073,,,,,,,25/8/2021,2021/08/25 15:52:00.00,NBRIG,1392-24959,,,FELG(XJ>)/-:-/m,ASY,u,"'{culmenInMillimeters:35.7,theadInMilimeters:64, wingInMillimeters:172}'",192,15:00,52,,,
51,,,failed,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55133,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224074,,,,,,,23/8/2021,2021/08/23 17:38:00.00,NBRIG,1392-24730,,,FELG(M*A)/-:-/m,ASY,u,"'{culmenInMillimeters:37.3,theadInMilimeters:66.2, wingInMillimeters:171}'",180,16:30,68,,,
57,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55134,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224075,,,,,,,25/8/2021,2021/08/25 15:58:00.00,NBRIG,1392-24961,,,FELG(XL>)/-:-/m,ASY,u,"'{culmenInMillimeters:35.3,theadInMilimeters:62.6, wingInMillimeters:171}'",153,15:00,58,,,
53,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55135,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224076,,,,,,,25/8/2021,2021/08/25 15:39:00.00,NBRIG,1392-24957,,,FELG(XE>)/-:-/m,ASY,u,"'{culmenInMillimeters:36.8,theadInMilimeters:64.7, wingInMillimeters:172}'",166,15:00,39,,,
31,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55136,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224077,,,,,,,20/8/2021,2021/08/20 00:00:00.00,NBRIG,1392-24942,,,FELG(*TE)/-:-/m,ASY,u,"'{culmenInMillimeters:38.2,theadInMilimeters:64.8, wingInMillimeters:170}'",183,11:45,,,,
35,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55137,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224078,,,,,,,20/8/2021,2021/08/20 12:41:00.00,NBRIG,1392-24946,,,FELG(*TM)/-:-/m,ASY,u,"'{culmenInMillimeters:35.1,theadInMilimeters:62.9, wingInMillimeters:163}'",170,11:45,56,,,
41,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55138,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224079,,,,,,,20/8/2021,2021/08/20 13:05:00.00,NBRIG,1392-24952,,,FELG(*VA)/-:-/m,ASY,u,"'{culmenInMillimeters:34,theadInMilimeters:63.3, wingInMillimeters:171}'",180,11:45,80,,,
39,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55139,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224080,,,,,,,20/8/2021,2021/08/20 12:59:00.00,NBRIG,1392-24950,,,FELG(*TV)/-:-/m,ASY,u,"'{culmenInMillimeters:35.8,theadInMilimeters:64.9, wingInMillimeters:171}'",189,11:45,74,,,
48,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55140,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224081,,,,,,,23/8/2021,2021/08/23 17:53:00.00,NBRIG,1392-35724,,,FELG(*VX)/-:-/m,ASY,u,"'{culmenInMillimeters:34.2,theadInMilimeters:63.4, wingInMillimeters:172}'",161,16:30,83,,,
42,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55141,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224082,,,,,,,20/8/2021,2021/08/20 13:09:00.00,NBRIG,1392-24953,,,FELG(*VE)/-:-/m,ASY,u,"'{culmenInMillimeters:38.5,theadInMilimeters:64.2, wingInMillimeters:173}'",163,11:45,84,,,
40,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55142,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224083,,,,,,,20/8/2021,2021/08/20 13:03:00.00,NBRIG,1392-24951,,,FELG(*TX)/-:-/m,ASY,u,"'{culmenInMillimeters:36.7,theadInMilimeters:65.5, wingInMillimeters:169}'",191,11:45,78,,,
33,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55144,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224085,,,,,,,20/8/2021,2021/08/20 12:33:00.00,NBRIG,1392-24944,,,FELG(*TK)/-:-/m,ASY,u,"'{culmenInMillimeters:34.3,theadInMilimeters:62.9, wingInMillimeters:169}'",174,11:45,48,,,
52,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55145,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224086,,,,,,,25/8/2021,2021/08/25 00:00:00.00,NBRIG,1392-24956,,,FELG(XC>)/-:-/m,ASY,u,"'{culmenInMillimeters:33.5,theadInMilimeters:62.3, wingInMillimeters:168}'",177,15:00,,,,
49,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55146,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224087,,,,,,,23/8/2021,2021/08/23 17:54:00.00,NBRIG,1392-35725,,,FELG(*VY)/-:-/m,ASY,u,"'{culmenInMillimeters:34,theadInMilimeters:65, wingInMillimeters:170}'",151,16:30,84,,,
60,,,track,Red Knot Atlantic Shores,1235069252,Atlantic Shores,55157,7165,Lotek,Lotek PinPoint GPS-Argos 75,,,,,224088,,,,,,,25/8/2021,2021/08/25 16:09:00.00,NBRIG,1392-24966,,,FELG(Y>9)/-:-/m,ASY,u,"'{culmenInMillimeters:35.5,theadInMilimeters:64.9, wingInMillimeters:171}'",152,15:00,69,,,
62,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55074,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221842,,,,,,,8/9/2021,2021/09/08 14:34:00.00,NBRIG,1392-24967,,,FELG(HA*)/-:-/m,ASY,u,"'{culmenInMillimeters:36.9,theadInMilimeters:66.2, wingInMillimeters:173}'",156,13:50,44,,,
63,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55083,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221851,,,,,,,8/9/2021,2021/09/08 14:34:00.00,NBRIG,1392-24968,,,FELG(HC*)/-:-/m,ASY,u,"'{culmenInMillimeters:34.4,theadInMilimeters:63.7, wingInMillimeters:171}'",160,13:50,44,,,
64,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55080,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221848,,,,,,,8/9/2021,2021/09/08 14:34:00.00,NBRIG,1392-24969,,,FELG(HE*)/-:-/m,SY,u,"'{culmenInMillimeters:34.2,theadInMilimeters:62.9, wingInMillimeters:174}'",150,13:50,44,,,
65,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55070,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221838,,,,,,,8/9/2021,2021/09/08 14:34:00.00,NBRIG,1392-24970,,,FELG(HH*)/-:-/m,ASY,u,"'{culmenInMillimeters:34.7,theadInMilimeters:65.1, wingInMillimeters:173}'",141,13:50,44,,,
66,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55081,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221849,,,,,,,8/9/2021,2021/09/08 14:34:00.00,NBRIG,1392-24971,,,FELG(HJ*)/-:-/m,ASY,u,"'{culmenInMillimeters:34.4,theadInMilimeters:62.8, wingInMillimeters:170}'",155,13:50,44,,,
67,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55094,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221862,,,,,,,20/10/2021,2021/10/20 15:17:00.00,AVALON,1392-24994,,,FELG(XU>)/-:-/m,ASY,u,"'{culmenInMillimeters:37.6,theadInMilimeters:67.5, wingInMillimeters:174}'",155,14:45,32,,,
68,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55223,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221837,,,,,,,20/10/2021,2021/10/20 00:00:00.00,AVALON,1392-24995,,,FELG(XV>)/-:-/m,ASY,u,"'{culmenInMillimeters:34.9,theadInMilimeters:64.4, wingInMillimeters:174}'",131,14:45,,,,
69,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55096,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221864,,,,,,,20/10/2021,2021/10/20 15:24:00.00,AVALON,1392-24996,,,FELG(XX>)/-:-/m,ASY,u,"'{culmenInMillimeters:36,theadInMilimeters:64.2, wingInMillimeters:166}'",125,14:45,39,,,
70,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55093,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221861,,,,,,,20/10/2021,2021/10/20 15:30:00.00,AVALON,1392-24997,,,FELG(XY>)/-:-/m,ASY,u,"'{culmenInMillimeters:38.2,theadInMilimeters:67.3, wingInMillimeters:}'",143,14:45,45,,,
71,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55089,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221857,,,,,,,20/10/2021,2021/10/20 15:34:00.00,AVALON,1392-24998,,,FELG(Y>0)/-:-/m,ASY,u,"'{culmenInMillimeters:34.6,theadInMilimeters:64.2, wingInMillimeters:168}'",139,14:45,49,,,
72,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55087,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221855,,,,,,,20/10/2021,2021/10/20 00:00:00.00,AVALON,1392-24999,,,FELG(Y>1)/-:-/m,ASY,u,"'{culmenInMillimeters:36.7,theadInMilimeters:64.7, wingInMillimeters:167}'",115,14:45,,,,
73,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55085,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221853,,,,,,,20/10/2021,2021/10/20 15:44:00.00,AVALON,1392-25000,,,FELG(Y>2)/-:-/m,ASY,u,"'{culmenInMillimeters:33.8,theadInMilimeters:63.4, wingInMillimeters:166}'",119,14:45,59,,,
74,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55091,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221859,,,,,,,20/10/2021,2021/10/20 15:58:00.00,AVALON,1392-35726,,,FELG(Y>4)/-:-/m,ASY,u,"'{culmenInMillimeters:35.2,theadInMilimeters:63.1, wingInMillimeters:}'",125,14:45,73,,,
75,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55097,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221865,,,,,,,20/10/2021,2021/10/20 16:01:00.00,AVALON,1392-35727,,,FELG(Y>5)/-:-/m,ASY,u,"'{culmenInMillimeters:37.5,theadInMilimeters:67.5, wingInMillimeters:}'",150,14:45,76,,,
76,,,failed,Red Knot Fall Migration (Ocean Wind),2341148274,Ocean Wind,55071,,Lotek,Lotek PinPoint GPS-Argos 75,,60,,,221839,,,,,,,20/10/2021,2021/10/20 15:53:00.00,AVALON,1332-55502,,,FELG(Y>3)/-:-/m,ASY,u,"'{culmenInMillimeters:33,theadInMilimeters:63.6, wingInMillimeters:}'",126,14:45,68,,,
